0	3423.64502
1	4095
2	3777.468506
3	3568.461426
4	3391.731445
5	3203.692383
6	3283.55127
7	3064.30127
8	2777.312988
9	2315.680908
10	2394.120605
11	1624.784302
12	1504.975098
13	1560.258057
14	2064.049805
15	1431.440918
16	2343.841309
17	2867.757813
18	3372.569092
19	2389.724365
20	1305.169556
21	2116.29126
22	3641.819336
23	4054.929688
24	3592.094727
25	3359.692871
26	2409.38916
27	2124.450684
28	2106.447754
29	2364.358154
30	2467.749756
31	2776.314209
32	1691.984741
33	1976.910034
34	1290.039063
35	660.743042
36	1249.860718
37	1829.989258
38	2740.937744
39	2028.51416
40	1259.337524
41	1441.061279
42	2121.437744
43	3110.334717
44	3240.724854
45	2836.273438
46	1942.840088
47	1368.037231
48	618.4214478
49	708.2346191
50	908.6045532
51	1210.625122
52	1351.421387
53	2787.419922
54	2593.909912
55	1699.841797
56	2587.156982
57	1919.180054
58	2475.038818
59	3157.726074
60	2244.043213
61	1169.902588
62	2330.836426
63	3050.67749
64	2236.094971
65	2741.178467
66	3520.579102
67	3063.542969
68	2496.51709
69	2537.502197
70	1042.300781
71	1470.263428
72	1771.233765
73	677.727356
74	460.9127502
75	1780.151001
76	1998.906494
77	925.4966431
78	1419.319824
79	1573.706177
80	1641.062134
81	917.697937
82	945.8557739
83	1027.207275
84	803.6098022
85	867.866333
86	1597.508057
87	1075.860474
88	541.4276123
89	968.7619019
90	1595.228027
91	1171.761963
92	962.1956787
93	1187.935669
94	896.0736694
95	983.3283691
96	1539.148804
97	1804.590454
98	2253.470215
99	3840.145752
100	3991.44873
101	3441.933838
102	2135.983154
103	813.4342041
104	873.3131104
105	914.6992798
106	664.2362671
107	514.921875
108	535.9335938
109	575.8950806
110	296.0072327
111	467.111145
112	625.6983032
113	874.6496582
114	1031.830933
115	478.8841858
116	209.2020264
117	110.5172424
118	148.6855316
119	84.49367523
120	210.0832825
121	334.2887573
122	318.8960876
123	389.4411011
124	275.3731689
125	681.5171509
126	523.1939087
127	706.3760376
128	1044.455444
129	859.8299561
130	952.552124
131	546.3382568
132	936.3547363
133	1200.052124
134	932.762085
135	1011.087708
136	1056.041504
137	656.3878784
138	809.399231
139	1272.264282
140	1065.057983
141	1071.610718
142	868.9096069
143	922.9926758
144	1179.648804
145	2079.645996
146	2304.968262
147	1980.870972
148	1107.442993
149	1277.096436
150	1611.954102
151	2325.92749
152	3785.099609
153	3567.896729
154	2459.631592
155	1239.564941
156	1224.193848
157	1525.351807
158	1316.198975
159	1837.338623
160	1217.443237
161	2529.208984
162	2157.852295
163	2449.873779
164	2282.575928
165	2890.427246
166	4049.823975
167	4088.468506
168	3488.624512
169	929.7788086
170	886.2929688
171	1064.613403
172	1572.946777
173	2292.22998
174	3568.0979
175	3602.1604
176	3215.772949
177	1553.084473
178	1418.075317
179	1361.551758
180	1100.505737
181	713.9703369
182	488.4153137
183	1020.930359
184	962.6220703
185	1070.896973
186	2318.561279
187	1005.792236
188	1043.960693
189	2529.793701
190	1804.607544
191	1521.979492
192	600.1057739
193	1912.807129
194	1886.746094
195	2744.201172
196	2908.54541
197	2562.352051
198	2833.482666
199	3147.642578
200	2628.511475
201	1617.077393
202	2407.022949
203	2840.111084
204	2238.167236
205	1098.777588
206	886.4573364
207	1293.686523
208	1709.584839
209	726.4320679
210	1380.265015
211	1029.387573
212	724.9813843
213	1057.933228
214	949.37854
215	1308.383057
216	1582.029663
217	942.5039063
218	1499.043457
219	2570.658691
220	1621.880737
221	2537.948486
222	2304.493652
223	1331.765137
224	1411.609619
225	1767.944336
226	2355.35791
227	2959.144043
228	3530.139893
229	3520.063477
230	2952.099609
231	2281.564941
232	1801.866455
233	1886.564819
234	2637.805664
235	2032.614136
236	2779.156006
237	3364.211182
238	3239.32959
239	2131.479736
240	1731.773193
241	2656.898926
242	3439.614746
243	3227.602295
244	3205.762451
245	3374.358398
246	2817.341553
247	2183.119141
248	1833.634033
249	1268.889648
250	2310.794189
251	2390.512695
252	2090.732422
253	1932.557129
254	1735.079468
255	1164.306885
256	799.7481689
257	874.2202759
258	894.5233765
259	983.2509766
260	1132.465088
261	1662.22168
262	1160.709961
263	1200.928711
264	1229.90271
265	1019.730347
266	1889.206543
267	2439.846924
268	1089.836426
269	950.3109131
270	687.9801025
271	624.1951904
272	1047.501099
273	1591.022583
274	2203.674316
275	2417.433105
276	2371.61084
277	1027.891968
278	439.0317383
279	280.8008118
280	211.6740265
281	156.6380615
282	199.8577728
283	340.6509399
284	898.2977295
285	1069.789063
286	1108.720947
287	1349.780029
288	2083.048096
289	2481.514648
290	2472.483643
291	1395.271118
292	1564.051392
293	1753.145386
294	2121.476563
295	1480.788208
296	1285.967163
297	668.1386108
298	496.0840454
299	629.1599121
300	856.2578735
301	1446.241577
302	1213.878174
303	803.9249878
304	968.7944946
305	734.784729
306	805.9189453
307	233.6716614
308	534.5090332
309	348.0767212
310	641.946106
311	459.9234314
312	828.6276245
313	1791.646729
314	1263.728271
315	849.6535645
316	689.2104492
317	321.2182617
318	346.8488464
319	176.3856659
320	96.57476044
321	184.616806
322	134.1942139
323	557.3640137
324	666.8899536
325	522.5523682
326	456.4453735
327	401.6091614
328	288.9681396
329	686.0206299
330	611.6237793
331	926.1107178
332	773.6306763
333	439.4677124
334	298.8217163
335	281.5573425
336	594.6920776
337	607.557251
338	888.2834473
339	609.8451538
340	611.4118042
341	770.8301392
342	1148.58374
343	1879.654053
344	1996.572266
345	488.0644226
346	245.7180176
347	996.7581787
348	498.4667053
349	202.3763886
350	201.0578613
351	71.73161316
352	369.2331238
353	353.0320435
354	136.4156952
355	104.8613739
356	267.1201477
357	113.0425491
358	203.4091797
359	325.1971436
360	417.311554
361	508.6429443
362	320.4750977
363	350.6230469
364	484.3056946
365	1561.367188
366	1334.273071
367	968.602356
368	1043.187134
369	213.9089661
370	333.7161865
371	866.8659668
372	1611.738281
373	1825.02124
374	1002.049316
375	926.2984009
376	1472.373169
377	478.9500122
378	1095.67749
379	389.1882019
380	719.5654297
381	1114.571899
382	1247.852539
383	1471.458374
384	2417.525391
385	2097.700684
386	1048.674072
387	695.769104
388	746.28479
389	681.6853027
390	801.5430298
391	2559.955811
392	2521.357178
393	2283.922363
394	2434.682617
395	1815.960205
396	2207.729492
397	2098.646729
398	1605.461304
399	1435.520996
400	2240.158447
401	2881.471191
402	3472.894043
403	2817.682861
404	1265.201416
405	1736.04248
406	1847.686768
407	1096.352051
408	1020.319824
409	1144.65918
410	744.7365723
411	226.7202301
412	292.7134399
413	372.0195007
414	683.2926025
415	490.7633362
416	131.2651215
417	397.3256836
418	622.4698486
419	801.8955078
420	744.3609619
421	967.953186
422	1213.909302
423	1336.33252
424	777.526062
425	593.9696045
426	710.09021
427	759.7039185
428	1413.762329
429	1071.738159
430	942.8399048
431	867.1193237
432	1539.307617
433	2178.847168
434	2855.45166
435	2830.419678
436	3209.260254
437	2975.362549
438	1349.483887
439	1009.5177
440	1619.128784
441	2351.726074
442	1675.06958
443	772.8971558
444	457.0765686
445	483.2225647
446	869.7684326
447	684.9898071
448	749.2867432
449	909.7593994
450	1558.018066
451	1373.162964
452	2573.73291
453	2491.688965
454	1414.916748
455	1158.736328
456	935.8729248
457	883.7714233
458	1156.869385
459	1104.057129
460	930.0375977
461	638.7921143
462	1157.654541
463	2425.025879
464	2929.675049
465	2773.02417
466	2448.723633
467	2095.714844
468	1932.1604
469	2575.937988
470	1874.183228
471	2084.222168
472	2221.071777
473	1293.799927
474	1073.372559
475	1603.371704
476	1540.046875
477	1644.713989
